ID	Quanto tempo de experiência na área de dados você tem?	Quanto tempo de experiência na área de TI/Engenharia de Software você teve antes de começar a trabalhar na área de dados?	Você está satisfeito na sua empresa atual?	Qual o principal motivo da sua insatisfação com a empresa atual?	Você participou de entrevistas de emprego nos últimos 6 meses?	Você pretende mudar de emprego nos próximos 6 meses?	Quais os principais critérios que você leva em consideração no momento de decidir onde trabalhar?	Atualmente qual a sua forma de trabalho?	Qual a forma de trabalho ideal para você?	Caso sua empresa decida pelo modelo 100% presencial qual será sua atitude?	Sua empresa passu por Layoff em 2022?	Atuacao	Quais das linguagens listadas abaixo você utiliza no trabalho?
zpp4jvq3enc5fmgnhzpp4jvckgrsitp7	Menos de 1 ano	de 3 a 4 anos	TRUE		Sim, fui aprovado e mudei de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Oportunidade de aprendizado e trabalhar com referências na área, Reputação que a empresa tem no mercado, Remuneração/Salário	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
zpmshqhzkm5y6ay6izdzpmshqzpxnzrs	de 3 a 4 anos	Mais de 10 anos	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional, Propósito do trabalho e da empresa	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
zpj4pkniryzv3cc4qr0zpj4prn18zi8k	de 3 a 4 anos	de 1 a 2 anos	TRUE		Sim, fui aprovado e mudei de emprego	Estou em busca de oportunidades, mas apenas fora do Brasil	Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Maturidade da empresa em termos de tecnologia e dados	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	Engenharia de Dados	SQL, Python, Scala
zoxilju9s35wft7htczoxilj0ixdllc3	de 1 a 2 anos	de 1 a 2 anos	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Flexibilidade de trabalho remoto, Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	1
zof7ms11v1feomzof7msam4mgx2n1qjg	de 1 a 2 anos	Menos de 1 ano	TRUE		Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades, mas apenas fora do Brasil	Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	SQL, Python
zoeyrst0ekqey2hrzzoeyrra0g2oaixn	de 3 a 4 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho	Modelo 100% remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
zoej8fuamnqbwjyy39zoejpo1jlajlwf	de 1 a 2 anos	de 1 a 2 anos	TRUE		Sim, fui aprovado e mudei de emprego	Estou em busca de oportunidades dentro ou fora do Brasil	Remuneração/Salário, Benefícios, Ambiente e clima de trabalho	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	Engenharia de Dados	SQL, Python, Java
zo96wuabvry1e9gkvxzo96w0dcusyqa8	de 1 a 2 anos	Menos de 1 ano	FALSE	Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado	Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Ambiente e clima de trabalho	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
zo32gslsg5fpzrmyyzo3iugkt9k3e5ac	de 4 a 6 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Ambiente e clima de trabalho, Plano de carreira e oportunidades de crescimento profissional	Modelo 100% presencial	Modelo híbrido com dias fixos de trabalho presencial	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	SQL
zniixpuj2lt568hpkyfznib1sdp1c0sz	Mais de 10 anos	de 1 a 2 anos	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Ambiente e clima de trabalho, Oportunidade de aprendizado e trabalhar com referências na área, Reputação que a empresa tem no mercado	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
znhzqtstcfhf1jnm7bvlt0znhzqt2ukv	de 4 a 6 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalho mas não fui afetado	Análise de Dados	SQL
znh0j63tydaw5ifzmx2znh0j1if9sfho	de 4 a 6 anos	de 5 a 6 anos	TRUE		Sim, fiz entrevistas mas não fui aprovado	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
zn15jvip4y1jzn178ztl585aykvs5k2p	de 7 a 10 anos	de 5 a 6 anos	TRUE		Sim, fui aprovado e mudei de emprego	Estou em busca de oportunidades dentro ou fora do Brasil	Remuneração/Salário, Benefícios, Ambiente e clima de trabalho	Modelo híbrido com dias fixos de trabalho presencial	Modelo híbrido com dias fixos de trabalho presencial	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
zmm7utr1yntldvbg4zmm7fu3heuglxoz	de 1 a 2 anos	Menos de 1 ano	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Qualidade dos gestores e líderes, Ambiente e clima de trabalho	Modelo 100% presencial	Modelo híbrido com dias fixos de trabalho presencial	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	Python, Visual Basic/VBA
zmhx7nttzdlnke4zm5reus6tew2rqj76	de 3 a 4 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	 desenvolve modelos preditivos e algoritmos de Machine Learning com o objetivo de otimizar e automatizar a tomada de decisão.	0
zm98ybt238rv9zkra59qzm98ybtkpdr2	Mais de 10 anos	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
zm7o5yquakof0j6zm7vh3o0letznhdvh												Buscando oportunidade na área de dados	
zm002vpc4t279hpdfzm002v95mmlvkq2	de 4 a 6 anos	de 5 a 6 anos	FALSE	Falta de maturidade analítica na empresa, Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado	Sim, fiz entrevistas mas não fui aprovado	Não estou buscando, mas me considero aberto a outras oportunidades	Propósito do trabalho e da empresa, Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
zk541gdfp38zk51rs6k2q3pp6fytz2l9	de 3 a 4 anos	de 5 a 6 anos	TRUE		Não participei de entrevistas de emprego/processos seletivos nos últimos 6 meses	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Propósito do trabalho e da empresa, Remuneração/Salário	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python
zk0gb0ne7c82of94h08mqzk0gb0sd59h	de 1 a 2 anos	Menos de 1 ano	FALSE	Falta de oportunidade de crescimento no emprego atual	Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades dentro ou fora do Brasil	Plano de carreira e oportunidades de crescimento profissional, Oportunidade de aprendizado e trabalhar com referências na área, Ambiente e clima de trabalho	Modelo 100% presencial	Modelo híbrido com dias fixos de trabalho presencial	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	Não utilizo nenhuma das linguagens listadas
zjpwdztcnxrvtingrzh8rk0obyzjpwdz	de 7 a 10 anos	Menos de 1 ano	FALSE	O clima de trabalho/ambiente não é bom, Falta de maturidade analítica na empresa, Salário atual não corresponde ao mercado	Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades dentro ou fora do Brasil	Benefícios, Remuneração/Salário, Flexibilidade de trabalho remoto	Modelo 100% remoto	Modelo 100% remoto	Vou procurar outra oportunidade no modelo 100% remoto	Sim, ocorreram layoffs/demissões em massa na empresa em que trabalhava e eu fui afetado	Análise de Dados	Python, Visual Basic/VBA
zjmg0dwnz7foz9zjdeqaxusoa6lb7mbe	de 4 a 6 anos	Mais de 10 anos	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Não estou buscando e não pretendo mudar de emprego nos próximos 6 meses	Remuneração/Salário, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo 100% remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Gestor	
ziuj0xffswuazpmjpri1ziujubtris2n	de 1 a 2 anos	de 7 a 10 anos	TRUE		Sim, fui aprovado mas decidi não mudar de emprego	Não estou buscando, mas me considero aberto a outras oportunidades	Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou procurar outra oportunidade no modelo híbrido ou remoto	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Engenharia de Dados	SQL, Python, Scala
zit1fhmwhombzi6s3s448ky0pqhjgga6	Não tenho experiência na área de dados	Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados	FALSE	Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação, Gostaria de receber mais benefícios	Sim, fiz entrevistas mas não fui aprovado	Estou em busca de oportunidades dentro ou fora do Brasil	Remuneração/Salário, Benefícios, Flexibilidade de trabalho remoto	Modelo híbrido com dias fixos de trabalho presencial	Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)	Vou aceitar e retornar ao modelo 100% presencial	Não ocorreram layoffs/demissões em massa na empresa em que trabalho	Análise de Dados	Não utilizo nenhuma das linguagens listadas
